#W_0n	Temperature centrale	Temperature moyenne
69.66	-nan	-nan
69.67	-nan	-nan
69.68	-nan	-nan
69.69	-nan	-nan
69.7	-nan	-nan
69.71	-nan	-nan
69.72	-nan	-nan
69.73	-nan	-nan
69.74	-nan	-nan
69.75	-nan	-nan
69.76	-nan	-nan
69.77	-nan	-nan
69.78	-nan	-nan
69.79	-nan	-nan
69.8	-nan	-nan
69.81	-nan	-nan
69.82	-nan	-nan
69.83	-nan	-nan
69.84	-nan	-nan
69.85	-nan	-nan
69.86	-nan	-nan
69.87	-nan	-nan
69.88	-nan	-nan
69.89	-nan	-nan
69.9	-nan	-nan
69.91	-nan	-nan
69.92	-nan	-nan
69.93	-nan	-nan
69.94	-nan	-nan
69.95	-nan	-nan
69.96	-nan	-nan
69.97	-nan	-nan
69.98	-nan	-nan
69.99	-nan	-nan
70	-nan	-nan
70.01	-nan	-nan
70.02	-nan	-nan
70.03	-nan	-nan
70.04	-nan	-nan
70.05	-nan	-nan
70.06	-nan	-nan
70.07	-nan	-nan
70.08	-nan	-nan
70.09	-nan	-nan
70.1	-nan	-nan
70.11	-nan	-nan
70.12	-nan	-nan
70.13	-nan	-nan
70.14	-nan	-nan
70.15	-nan	-nan
70.16	-nan	-nan
70.17	-nan	-nan
70.18	-nan	-nan
70.19	-nan	-nan
70.2	-nan	-nan
70.21	-nan	-nan
70.22	-nan	-nan
70.23	-nan	-nan
70.24	-nan	-nan
70.25	-nan	-nan
70.26	-nan	-nan
70.27	-nan	-nan
70.28	-nan	-nan
70.29	-nan	-nan
70.3	-nan	-nan
70.31	-nan	-nan
70.32	-nan	-nan
70.33	-nan	-nan
70.34	-nan	-nan
70.35	-nan	-nan
70.36	-nan	-nan
70.37	-nan	-nan
70.38	-nan	-nan
70.39	-nan	-nan
70.4	-nan	-nan
70.41	-nan	-nan
70.42	-nan	-nan
70.43	-nan	-nan
70.44	-nan	-nan
70.45	-nan	-nan
70.46	-nan	-nan
70.47	-nan	-nan
70.48	-nan	-nan
70.49	-nan	-nan
70.5	-nan	-nan
70.51	-nan	-nan
70.52	-nan	-nan
70.53	-nan	-nan
70.54	-nan	-nan
70.55	-nan	-nan
70.56	-nan	-nan
70.57	-nan	-nan
70.58	-nan	-nan
70.59	-nan	-nan
70.6	-nan	-nan
70.61	-nan	-nan
70.62	-nan	-nan
70.63	-nan	-nan
70.64	-nan	-nan
70.65	-nan	-nan
70.66	-nan	-nan
70.67	-nan	-nan
70.68	-nan	-nan
70.69	-nan	-nan
70.7	-nan	-nan
70.71	-nan	-nan
70.72	-nan	-nan
70.73	-nan	-nan
70.74	-nan	-nan
70.75	-nan	-nan
70.76	-nan	-nan
70.77	-nan	-nan
70.78	-nan	-nan
70.79	-nan	-nan
70.8	-nan	-nan
70.81	-nan	-nan
70.82	-nan	-nan
70.83	-nan	-nan
70.84	-nan	-nan
70.85	-nan	-nan
70.86	-nan	-nan
70.87	-nan	-nan
70.88	-nan	-nan
70.89	-nan	-nan
70.9	-nan	-nan
70.91	-nan	-nan
70.92	-nan	-nan
70.93	-nan	-nan
70.94	-nan	-nan
70.95	-nan	-nan
70.96	-nan	-nan
70.97	-nan	-nan
70.98	-nan	-nan
70.99	-nan	-nan
71	-nan	-nan
71.01	-nan	-nan
71.02	-nan	-nan
71.03	-nan	-nan
71.04	-nan	-nan
71.05	-nan	-nan
71.06	-nan	-nan
71.07	-nan	-nan
71.08	-nan	-nan
71.09	-nan	-nan
71.1	-nan	-nan
71.11	-nan	-nan
71.12	-nan	-nan
71.13	-nan	-nan
71.14	-nan	-nan
71.15	-nan	-nan
71.16	-nan	-nan
71.17	-nan	-nan
71.18	-nan	-nan
71.19	-nan	-nan
71.2	-nan	-nan
71.21	-nan	-nan
71.22	-nan	-nan
71.23	-nan	-nan
71.24	-nan	-nan
71.25	-nan	-nan
71.26	-nan	-nan
71.27	-nan	-nan
71.28	-nan	-nan
71.29	-nan	-nan
71.3	-nan	-nan
71.31	-nan	-nan
71.32	-nan	-nan
71.33	-nan	-nan
71.34	-nan	-nan
71.35	-nan	-nan
71.36	-nan	-nan
71.37	-nan	-nan
71.38	-nan	-nan
71.39	-nan	-nan
71.4	-nan	-nan
71.41	-nan	-nan
71.42	-nan	-nan
71.43	-nan	-nan
71.44	-nan	-nan
71.45	-nan	-nan
71.46	-nan	-nan
71.47	-nan	-nan
71.48	-nan	-nan
71.49	-nan	-nan
71.5	-nan	-nan
71.51	-nan	-nan
71.52	-nan	-nan
71.53	-nan	-nan
71.54	-nan	-nan
71.55	-nan	-nan
71.56	-nan	-nan
71.57	-nan	-nan
71.58	-nan	-nan
71.59	-nan	-nan
71.6	-nan	-nan
71.61	-nan	-nan
71.62	-nan	-nan
71.63	-nan	-nan
71.64	-nan	-nan
71.65	-nan	-nan
71.66	-nan	-nan
71.67	-nan	-nan
71.68	-nan	-nan
71.69	-nan	-nan
71.7	-nan	-nan
71.71	-nan	-nan
71.72	-nan	-nan
71.73	-nan	-nan
71.74	-nan	-nan
71.75	-nan	-nan
71.76	-nan	-nan
71.77	-nan	-nan
71.78	-nan	-nan
71.79	-nan	-nan
71.8	-nan	-nan
71.81	-nan	-nan
71.82	-nan	-nan
71.83	-nan	-nan
71.84	-nan	-nan
71.85	-nan	-nan
71.86	-nan	-nan
71.87	-nan	-nan
71.88	-nan	-nan
71.89	-nan	-nan
71.9	-nan	-nan
71.91	-nan	-nan
71.92	-nan	-nan
71.93	-nan	-nan
71.94	-nan	-nan
71.95	-nan	-nan
71.96	-nan	-nan
71.97	-nan	-nan
71.98	-nan	-nan
71.99	-nan	-nan
72	-nan	-nan
72.01	-nan	-nan
72.02	-nan	-nan
72.03	-nan	-nan
72.04	-nan	-nan
72.05	-nan	-nan
72.06	-nan	-nan
72.07	-nan	-nan
72.08	-nan	-nan
72.09	-nan	-nan
72.1	-nan	-nan
72.11	-nan	-nan
72.12	-nan	-nan
72.13	-nan	-nan
72.14	-nan	-nan
72.15	-nan	-nan
72.16	-nan	-nan
72.17	-nan	-nan
72.18	-nan	-nan
72.19	-nan	-nan
72.2	-nan	-nan
72.21	-nan	-nan
72.22	-nan	-nan
72.23	-nan	-nan
72.24	-nan	-nan
72.25	-nan	-nan
72.26	-nan	-nan
72.27	-nan	-nan
72.28	-nan	-nan
72.29	-nan	-nan
72.3	-nan	-nan
72.31	-nan	-nan
72.32	-nan	-nan
72.33	-nan	-nan
72.34	-nan	-nan
72.35	-nan	-nan
72.36	-nan	-nan
72.37	-nan	-nan
72.38	-nan	-nan
72.39	-nan	-nan
72.4	-nan	-nan
72.41	-nan	-nan
72.42	-nan	-nan
72.43	-nan	-nan
72.44	-nan	-nan
72.45	-nan	-nan
72.46	-nan	-nan
72.47	-nan	-nan
72.48	-nan	-nan
72.49	-nan	-nan
72.5	-nan	-nan
72.51	-nan	-nan
72.52	-nan	-nan
72.53	-nan	-nan
72.54	-nan	-nan
72.55	-nan	-nan
72.56	-nan	-nan
72.57	-nan	-nan
72.58	-nan	-nan
72.59	-nan	-nan
72.6	-nan	-nan
72.61	-nan	-nan
72.62	-nan	-nan
72.63	-nan	-nan
72.64	-nan	-nan
72.65	-nan	-nan
72.66	-nan	-nan
72.67	-nan	-nan
72.68	-nan	-nan
72.69	-nan	-nan
72.7	-nan	-nan
72.71	-nan	-nan
72.72	-nan	-nan
72.73	-nan	-nan
72.74	-nan	-nan
72.75	-nan	-nan
72.76	-nan	-nan
72.77	-nan	-nan
72.78	-nan	-nan
72.79	-nan	-nan
72.8	-nan	-nan
72.81	-nan	-nan
72.82	-nan	-nan
72.83	-nan	-nan
72.84	-nan	-nan
72.85	-nan	-nan
72.86	-nan	-nan
72.87	-nan	-nan
72.88	-nan	-nan
72.89	-nan	-nan
72.9	-nan	-nan
72.91	-nan	-nan
72.92	-nan	-nan
72.93	-nan	-nan
72.94	-nan	-nan
72.95	-nan	-nan
72.96	-nan	-nan
72.97	-nan	-nan
72.98	-nan	-nan
72.99	-nan	-nan
73	-nan	-nan
73.01	-nan	-nan
73.02	-nan	-nan
73.03	-nan	-nan
73.04	-nan	-nan
73.05	-nan	-nan
73.06	-nan	-nan
73.07	-nan	-nan
73.08	-nan	-nan
73.09	-nan	-nan
73.1	-nan	-nan
73.11	-nan	-nan
73.12	-nan	-nan
73.13	-nan	-nan
73.14	-nan	-nan
73.15	-nan	-nan
73.16	-nan	-nan
73.17	-nan	-nan
73.18	-nan	-nan
73.19	-nan	-nan
73.2	-nan	-nan
73.21	-nan	-nan
73.22	-nan	-nan
73.23	-nan	-nan
73.24	-nan	-nan
73.25	-nan	-nan
73.26	-nan	-nan
73.27	-nan	-nan
73.28	-nan	-nan
73.29	-nan	-nan
73.3	-nan	-nan
73.31	-nan	-nan
73.32	-nan	-nan
73.33	-nan	-nan
73.34	-nan	-nan
73.35	-nan	-nan
73.36	-nan	-nan
73.37	-nan	-nan
73.38	-nan	-nan
73.39	-nan	-nan
73.4	-nan	-nan
73.41	-nan	-nan
73.42	-nan	-nan
73.43	-nan	-nan
73.44	-nan	-nan
73.45	-nan	-nan
73.46	-nan	-nan
73.47	-nan	-nan
73.48	-nan	-nan
73.49	-nan	-nan
73.5	-nan	-nan
73.51	-nan	-nan
73.52	-nan	-nan
73.53	-nan	-nan
73.54	-nan	-nan
73.55	-nan	-nan
73.56	-nan	-nan
73.57	-nan	-nan
73.58	-nan	-nan
73.59	-nan	-nan
73.6	-nan	-nan
73.61	-nan	-nan
73.62	-nan	-nan
73.63	-nan	-nan
73.64	-nan	-nan
73.65	-nan	-nan
73.66	-nan	-nan
73.67	-nan	-nan
73.68	-nan	-nan
73.69	-nan	-nan
73.7	-nan	-nan
73.71	-nan	-nan
73.72	-nan	-nan
73.73	-nan	-nan
73.74	-nan	-nan
73.75	-nan	-nan
73.76	-nan	-nan
73.77	-nan	-nan
73.78	-nan	-nan
73.79	-nan	-nan
73.8	-nan	-nan
73.81	-nan	-nan
73.82	-nan	-nan
73.83	-nan	-nan
73.84	-nan	-nan
73.85	-nan	-nan
73.86	-nan	-nan
73.87	-nan	-nan
73.88	-nan	-nan
73.89	-nan	-nan
73.9	-nan	-nan
73.91	-nan	-nan
73.92	-nan	-nan
73.93	-nan	-nan
73.94	-nan	-nan
73.95	-nan	-nan
73.96	-nan	-nan
73.97	-nan	-nan
73.98	-nan	-nan
73.99	-nan	-nan
74	-nan	-nan
74.01	-nan	-nan
74.02	-nan	-nan
74.03	-nan	-nan
74.04	-nan	-nan
74.05	-nan	-nan
74.06	-nan	-nan
74.07	-nan	-nan
74.08	-nan	-nan
74.09	-nan	-nan
74.1	-nan	-nan
74.11	-nan	-nan
74.12	-nan	-nan
74.13	-nan	-nan
74.14	-nan	-nan
74.15	-nan	-nan
74.16	-nan	-nan
74.17	-nan	-nan
74.18	-nan	-nan
74.19	-nan	-nan
74.2	-nan	-nan
74.21	-nan	-nan
74.22	-nan	-nan
74.23	-nan	-nan
74.24	-nan	-nan
74.25	-nan	-nan
74.26	-nan	-nan
74.27	-nan	-nan
74.28	-nan	-nan
74.29	-nan	-nan
74.3	-nan	-nan
74.31	-nan	-nan
74.32	-nan	-nan
74.33	-nan	-nan
74.34	-nan	-nan
74.35	-nan	-nan
74.36	-nan	-nan
74.37	-nan	-nan
74.38	-nan	-nan
74.39	-nan	-nan
74.4	-nan	-nan
74.41	-nan	-nan
74.42	-nan	-nan
74.43	-nan	-nan
74.44	-nan	-nan
74.45	-nan	-nan
74.46	-nan	-nan
74.47	-nan	-nan
74.48	-nan	-nan
74.49	-nan	-nan
74.5	-nan	-nan
74.51	-nan	-nan
74.52	-nan	-nan
74.53	-nan	-nan
74.54	-nan	-nan
74.55	-nan	-nan
74.56	-nan	-nan
74.57	-nan	-nan
74.58	-nan	-nan
74.59	-nan	-nan
74.6	-nan	-nan
74.61	-nan	-nan
74.62	-nan	-nan
74.63	-nan	-nan
74.64	-nan	-nan
74.65	-nan	-nan
74.66	-nan	-nan
74.67	-nan	-nan
74.68	-nan	-nan
74.69	-nan	-nan
74.7	-nan	-nan
74.71	-nan	-nan
74.72	-nan	-nan
74.73	-nan	-nan
74.74	-nan	-nan
74.75	-nan	-nan
74.76	-nan	-nan
74.77	-nan	-nan
74.78	-nan	-nan
74.79	-nan	-nan
74.8	-nan	-nan
74.81	-nan	-nan
74.82	-nan	-nan
74.83	-nan	-nan
74.84	-nan	-nan
74.85	-nan	-nan
74.86	-nan	-nan
74.87	-nan	-nan
74.88	-nan	-nan
74.89	-nan	-nan
74.9	-nan	-nan
74.91	-nan	-nan
74.92	-nan	-nan
74.93	-nan	-nan
74.94	-nan	-nan
74.95	-nan	-nan
74.96	-nan	-nan
74.97	-nan	-nan
74.98	-nan	-nan
74.99	-nan	-nan
75	-nan	-nan
75.01	-nan	-nan
75.02	-nan	-nan
75.03	-nan	-nan
75.04	-nan	-nan
75.05	-nan	-nan
75.06	-nan	-nan
75.07	-nan	-nan
75.08	-nan	-nan
75.09	-nan	-nan
75.1	-nan	-nan
75.11	-nan	-nan
75.12	-nan	-nan
75.13	-nan	-nan
75.14	-nan	-nan
75.15	-nan	-nan
75.16	-nan	-nan
75.17	-nan	-nan
75.18	-nan	-nan
75.19	-nan	-nan
75.2	-nan	-nan
75.21	-nan	-nan
75.22	-nan	-nan
75.23	-nan	-nan
75.24	-nan	-nan
75.25	-nan	-nan
75.26	-nan	-nan
75.27	-nan	-nan
75.28	-nan	-nan
75.29	-nan	-nan
75.3	-nan	-nan
75.31	-nan	-nan
75.32	-nan	-nan
75.33	-nan	-nan
75.34	-nan	-nan
75.35	-nan	-nan
75.36	-nan	-nan
75.37	-nan	-nan
75.38	-nan	-nan
75.39	-nan	-nan
75.4	-nan	-nan
75.41	-nan	-nan
75.42	-nan	-nan
75.43	-nan	-nan
75.44	-nan	-nan
75.45	-nan	-nan
75.46	-nan	-nan
75.47	-nan	-nan
75.48	-nan	-nan
75.49	-nan	-nan
75.5	-nan	-nan
75.51	-nan	-nan
75.52	-nan	-nan
75.53	-nan	-nan
75.54	-nan	-nan
75.55	-nan	-nan
75.56	-nan	-nan
75.57	-nan	-nan
75.58	-nan	-nan
75.59	-nan	-nan
75.6	-nan	-nan
75.61	-nan	-nan
75.62	-nan	-nan
75.63	-nan	-nan
75.64	-nan	-nan
75.65	-nan	-nan
75.66	-nan	-nan
75.67	-nan	-nan
75.68	-nan	-nan
75.69	-nan	-nan
75.7	-nan	-nan
75.71	-nan	-nan
75.72	-nan	-nan
75.73	-nan	-nan
75.74	-nan	-nan
75.75	-nan	-nan
75.76	-nan	-nan
75.77	-nan	-nan
75.78	-nan	-nan
75.79	-nan	-nan
75.8	-nan	-nan
75.81	-nan	-nan
75.82	-nan	-nan
75.83	-nan	-nan
75.84	-nan	-nan
75.85	-nan	-nan
75.86	-nan	-nan
75.87	-nan	-nan
75.88	-nan	-nan
75.89	-nan	-nan
75.9	-nan	-nan
75.91	-nan	-nan
75.92	-nan	-nan
75.93	-nan	-nan
75.94	-nan	-nan
75.95	-nan	-nan
75.96	-nan	-nan
75.97	-nan	-nan
75.98	-nan	-nan
75.99	-nan	-nan
76	-nan	-nan
76.01	-nan	-nan
76.02	-nan	-nan
76.03	-nan	-nan
76.04	-nan	-nan
76.05	-nan	-nan
76.06	-nan	-nan
76.07	-nan	-nan
76.08	-nan	-nan
76.09	-nan	-nan
76.1	-nan	-nan
76.11	-nan	-nan
76.12	-nan	-nan
76.13	-nan	-nan
76.14	-nan	-nan
76.15	-nan	-nan
76.16	-nan	-nan
76.17	-nan	-nan
76.18	-nan	-nan
76.19	-nan	-nan
76.2	-nan	-nan
76.21	-nan	-nan
76.22	-nan	-nan
76.23	-nan	-nan
76.24	-nan	-nan
76.25	-nan	-nan
76.26	-nan	-nan
76.27	-nan	-nan
76.28	-nan	-nan
76.29	-nan	-nan
76.3	-nan	-nan
76.31	-nan	-nan
76.32	-nan	-nan
76.33	-nan	-nan
76.34	-nan	-nan
76.35	-nan	-nan
76.36	-nan	-nan
76.37	-nan	-nan
76.38	-nan	-nan
76.39	-nan	-nan
76.4	-nan	-nan
76.41	-nan	-nan
76.42	-nan	-nan
76.43	-nan	-nan
76.44	-nan	-nan
76.45	-nan	-nan
76.46	-nan	-nan
76.47	-nan	-nan
76.48	-nan	-nan
76.49	-nan	-nan
76.5	-nan	-nan
76.51	-nan	-nan
76.52	-nan	-nan
76.53	-nan	-nan
76.54	-nan	-nan
76.55	-nan	-nan
76.56	-nan	-nan
76.57	-nan	-nan
76.58	-nan	-nan
76.59	-nan	-nan
76.6	-nan	-nan
76.61	-nan	-nan
76.62	-nan	-nan
76.63	-nan	-nan
76.64	-nan	-nan
76.65	-nan	-nan
76.66	-nan	-nan
76.67	-nan	-nan
76.68	-nan	-nan
76.69	-nan	-nan
76.7	-nan	-nan
76.71	-nan	-nan
76.72	-nan	-nan
76.73	-nan	-nan
76.74	-nan	-nan
76.75	-nan	-nan
76.76	-nan	-nan
76.77	-nan	-nan
76.78	-nan	-nan
76.79	-nan	-nan
76.8	-nan	-nan
76.81	-nan	-nan
76.82	-nan	-nan
76.83	-nan	-nan
76.84	-nan	-nan
76.85	-nan	-nan
76.86	-nan	-nan
76.87	-nan	-nan
76.88	-nan	-nan
76.89	-nan	-nan
76.9	-nan	-nan
76.91	-nan	-nan
76.92	-nan	-nan
76.93	-nan	-nan
76.94	-nan	-nan
76.95	-nan	-nan
76.96	-nan	-nan
76.97	-nan	-nan
76.98	-nan	-nan
76.99	-nan	-nan
77	-nan	-nan
77.01	-nan	-nan
77.02	-nan	-nan
77.03	-nan	-nan
77.04	-nan	-nan
77.05	-nan	-nan
77.06	-nan	-nan
77.07	-nan	-nan
77.08	-nan	-nan
77.09	-nan	-nan
77.1	-nan	-nan
77.11	-nan	-nan
77.12	-nan	-nan
77.13	-nan	-nan
77.14	-nan	-nan
77.15	-nan	-nan
77.16	-nan	-nan
77.17	-nan	-nan
77.18	-nan	-nan
77.19	-nan	-nan
77.2	-nan	-nan
77.21	-nan	-nan
77.22	-nan	-nan
77.23	-nan	-nan
77.24	-nan	-nan
77.25	-nan	-nan
77.26	-nan	-nan
77.27	-nan	-nan
77.28	-nan	-nan
77.29	-nan	-nan
77.3	-nan	-nan
77.31	-nan	-nan
77.32	-nan	-nan
77.33	-nan	-nan
77.34	-nan	-nan
77.35	-nan	-nan
77.36	-nan	-nan
77.37	-nan	-nan
77.38	-nan	-nan
77.39	-nan	-nan
77.4	-nan	-nan
77.41	-nan	-nan
77.42	-nan	-nan
77.43	-nan	-nan
77.44	-nan	-nan
77.45	-nan	-nan
77.46	-nan	-nan
77.47	-nan	-nan
77.48	-nan	-nan
77.49	-nan	-nan
77.5	-nan	-nan
77.51	-nan	-nan
77.52	-nan	-nan
77.53	-nan	-nan
77.54	-nan	-nan
77.55	-nan	-nan
77.56	-nan	-nan
77.57	-nan	-nan
77.58	-nan	-nan
77.59	-nan	-nan
77.6	-nan	-nan
77.61	-nan	-nan
77.62	-nan	-nan
77.63	-nan	-nan
77.64	-nan	-nan
77.65	-nan	-nan
77.66	-nan	-nan
77.67	-nan	-nan
77.68	-nan	-nan
77.69	-nan	-nan
77.7	-nan	-nan
77.71	-nan	-nan
77.72	-nan	-nan
77.73	-nan	-nan
77.74	-nan	-nan
77.75	-nan	-nan
77.76	-nan	-nan
77.77	-nan	-nan
77.78	-nan	-nan
77.79	-nan	-nan
77.8	-nan	-nan
77.81	-nan	-nan
77.82	-nan	-nan
77.83	-nan	-nan
77.84	-nan	-nan
77.85	-nan	-nan
77.86	-nan	-nan
77.87	-nan	-nan
77.88	-nan	-nan
77.89	-nan	-nan
77.9	-nan	-nan
77.91	-nan	-nan
77.92	-nan	-nan
77.93	-nan	-nan
77.94	-nan	-nan
77.95	-nan	-nan
77.96	-nan	-nan
77.97	-nan	-nan
77.98	-nan	-nan
77.99	-nan	-nan
78	-nan	-nan
78.01	-nan	-nan
78.02	-nan	-nan
78.03	-nan	-nan
78.04	-nan	-nan
78.05	-nan	-nan
78.06	-nan	-nan
78.07	-nan	-nan
78.08	-nan	-nan
78.09	-nan	-nan
78.1	-nan	-nan
78.11	-nan	-nan
78.12	-nan	-nan
78.13	-nan	-nan
78.14	-nan	-nan
78.15	-nan	-nan
78.16	-nan	-nan
78.17	-nan	-nan
78.18	-nan	-nan
78.19	-nan	-nan
78.2	-nan	-nan
78.21	-nan	-nan
78.22	-nan	-nan
78.23	-nan	-nan
78.24	-nan	-nan
78.25	-nan	-nan
78.26	-nan	-nan
78.27	-nan	-nan
78.28	-nan	-nan
78.29	-nan	-nan
78.3	-nan	-nan
78.31	-nan	-nan
78.32	-nan	-nan
78.33	-nan	-nan
78.34	-nan	-nan
78.35	-nan	-nan
78.36	-nan	-nan
78.37	-nan	-nan
78.38	-nan	-nan
78.39	-nan	-nan
78.4	-nan	-nan
78.41	-nan	-nan
78.42	-nan	-nan
78.43	-nan	-nan
78.44	-nan	-nan
78.45	-nan	-nan
78.46	-nan	-nan
78.47	-nan	-nan
78.48	-nan	-nan
78.49	-nan	-nan
78.5	-nan	-nan
78.51	-nan	-nan
78.52	-nan	-nan
78.53	-nan	-nan
78.54	-nan	-nan
78.55	-nan	-nan
78.56	-nan	-nan
78.57	-nan	-nan
78.58	-nan	-nan
78.59	-nan	-nan
78.6	-nan	-nan
78.61	-nan	-nan
78.62	-nan	-nan
78.63	-nan	-nan
78.64	-nan	-nan
78.65	-nan	-nan
78.66	-nan	-nan
78.67	-nan	-nan
78.68	-nan	-nan
78.69	-nan	-nan
78.7	-nan	-nan
78.71	-nan	-nan
78.72	-nan	-nan
78.73	-nan	-nan
78.74	-nan	-nan
78.75	-nan	-nan
78.76	-nan	-nan
78.77	-nan	-nan
78.78	-nan	-nan
78.79	-nan	-nan
78.8	-nan	-nan
78.81	-nan	-nan
78.82	-nan	-nan
78.83	-nan	-nan
78.84	-nan	-nan
78.85	-nan	-nan
78.86	-nan	-nan
78.87	-nan	-nan
78.88	-nan	-nan
78.89	-nan	-nan
78.9	-nan	-nan
78.91	-nan	-nan
78.92	-nan	-nan
78.93	-nan	-nan
78.94	-nan	-nan
78.95	-nan	-nan
78.96	-nan	-nan
78.97	-nan	-nan
78.98	-nan	-nan
78.99	-nan	-nan
79	-nan	-nan
79.01	-nan	-nan
79.02	-nan	-nan
79.03	-nan	-nan
79.04	-nan	-nan
79.05	-nan	-nan
79.06	-nan	-nan
79.07	-nan	-nan
79.08	-nan	-nan
79.09	-nan	-nan
79.1	-nan	-nan
79.11	-nan	-nan
79.12	-nan	-nan
79.13	-nan	-nan
79.14	-nan	-nan
79.15	-nan	-nan
79.16	-nan	-nan
79.17	-nan	-nan
79.18	-nan	-nan
79.19	-nan	-nan
79.2	-nan	-nan
79.21	-nan	-nan
79.22	-nan	-nan
79.23	-nan	-nan
79.24	-nan	-nan
79.25	-nan	-nan
79.26	-nan	-nan
79.27	-nan	-nan
79.28	-nan	-nan
79.29	-nan	-nan
79.3	-nan	-nan
79.31	-nan	-nan
79.32	-nan	-nan
79.33	-nan	-nan
79.34	-nan	-nan
79.35	-nan	-nan
79.36	-nan	-nan
79.37	-nan	-nan
79.38	-nan	-nan
79.39	-nan	-nan
79.4	-nan	-nan
79.41	-nan	-nan
79.42	-nan	-nan
79.43	-nan	-nan
79.44	-nan	-nan
79.45	-nan	-nan
79.46	-nan	-nan
79.47	-nan	-nan
79.48	-nan	-nan
79.49	-nan	-nan
79.5	-nan	-nan
79.51	-nan	-nan
79.52	-nan	-nan
79.53	-nan	-nan
79.54	-nan	-nan
79.55	-nan	-nan
79.56	-nan	-nan
79.57	-nan	-nan
79.58	-nan	-nan
79.59	-nan	-nan
79.6	-nan	-nan
79.61	-nan	-nan
79.62	-nan	-nan
79.63	-nan	-nan
79.64	-nan	-nan
79.65	-nan	-nan
79.66	-nan	-nan
79.67	-nan	-nan
79.68	-nan	-nan
79.69	-nan	-nan
79.7	-nan	-nan
79.71	-nan	-nan
79.72	-nan	-nan
79.73	-nan	-nan
79.74	-nan	-nan
79.75	-nan	-nan
79.76	-nan	-nan
79.77	-nan	-nan
79.78	-nan	-nan
79.79	-nan	-nan
79.8	-nan	-nan
79.81	-nan	-nan
79.82	-nan	-nan
79.83	-nan	-nan
79.84	-nan	-nan
79.85	-nan	-nan
79.86	-nan	-nan
79.87	-nan	-nan
79.88	-nan	-nan
79.89	-nan	-nan
79.9	-nan	-nan
79.91	-nan	-nan
79.92	-nan	-nan
79.93	-nan	-nan
79.94	-nan	-nan
79.95	-nan	-nan
79.96	-nan	-nan
79.97	-nan	-nan
79.98	-nan	-nan
79.99	-nan	-nan
80	-nan	-nan
80.01	-nan	-nan
80.02	-nan	-nan
80.03	-nan	-nan
80.04	-nan	-nan
80.05	-nan	-nan
80.06	-nan	-nan
80.07	-nan	-nan
80.08	-nan	-nan
80.09	-nan	-nan
80.1	-nan	-nan
80.11	-nan	-nan
80.12	-nan	-nan
80.13	-nan	-nan
80.14	-nan	-nan
80.15	-nan	-nan
80.16	-nan	-nan
80.17	-nan	-nan
80.18	-nan	-nan
80.19	-nan	-nan
80.2	-nan	-nan
80.21	-nan	-nan
80.22	-nan	-nan
80.23	-nan	-nan
80.24	-nan	-nan
80.25	-nan	-nan
80.26	-nan	-nan
80.27	-nan	-nan
80.28	-nan	-nan
80.29	-nan	-nan
80.3	-nan	-nan
80.31	-nan	-nan
80.32	-nan	-nan
80.33	-nan	-nan
80.34	-nan	-nan
80.35	-nan	-nan
80.36	-nan	-nan
80.37	-nan	-nan
80.38	-nan	-nan
80.39	-nan	-nan
80.4	-nan	-nan
80.41	-nan	-nan
80.42	-nan	-nan
80.43	-nan	-nan
80.44	-nan	-nan
80.45	-nan	-nan
80.46	-nan	-nan
80.47	-nan	-nan
80.48	-nan	-nan
80.49	-nan	-nan
80.5	-nan	-nan
80.51	-nan	-nan
80.52	-nan	-nan
80.53	-nan	-nan
80.54	-nan	-nan
80.55	-nan	-nan
80.56	-nan	-nan
80.57	-nan	-nan
80.58	-nan	-nan
80.59	-nan	-nan
80.6	-nan	-nan
80.61	-nan	-nan
80.62	-nan	-nan
80.63	-nan	-nan
80.64	-nan	-nan
80.65	-nan	-nan
80.66	-nan	-nan
80.67	-nan	-nan
80.68	-nan	-nan
80.69	-nan	-nan
80.7	-nan	-nan
80.71	-nan	-nan
80.72	-nan	-nan
80.73	-nan	-nan
80.74	-nan	-nan
80.75	-nan	-nan
80.76	-nan	-nan
80.77	-nan	-nan
80.78	-nan	-nan
80.79	-nan	-nan
80.8	-nan	-nan
80.81	-nan	-nan
80.82	-nan	-nan
80.83	-nan	-nan
80.84	-nan	-nan
80.85	-nan	-nan
80.86	-nan	-nan
80.87	-nan	-nan
80.88	-nan	-nan
80.89	-nan	-nan
80.9	-nan	-nan
80.91	-nan	-nan
80.92	-nan	-nan
80.93	-nan	-nan
80.94	-nan	-nan
80.95	-nan	-nan
80.96	-nan	-nan
80.97	-nan	-nan
80.98	-nan	-nan
80.99	-nan	-nan
81	-nan	-nan
81.01	-nan	-nan
81.02	-nan	-nan
81.03	-nan	-nan
81.04	-nan	-nan
81.05	-nan	-nan
81.06	-nan	-nan
81.07	-nan	-nan
81.08	-nan	-nan
81.09	-nan	-nan
81.1	-nan	-nan
81.11	-nan	-nan
81.12	-nan	-nan
81.13	-nan	-nan
81.14	-nan	-nan
81.15	-nan	-nan
81.16	-nan	-nan
81.17	-nan	-nan
81.18	-nan	-nan
81.19	-nan	-nan
81.2	-nan	-nan
81.21	-nan	-nan
81.22	-nan	-nan
81.23	-nan	-nan
81.24	-nan	-nan
81.25	-nan	-nan
81.26	-nan	-nan
81.27	-nan	-nan
81.28	-nan	-nan
81.29	-nan	-nan
81.3	-nan	-nan
81.31	-nan	-nan
